isi,xPos,corrAns,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,instr.started,instr.stopped,startMouse.started,startMouse.stopped,pos1.started,pos1.stopped,pos2.started,pos2.stopped,pos3.started,pos3.stopped,pos4.started,pos4.stopped,targImage.started,targImage.stopped,response.keys,response.corr,response.started,response.stopped,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.clicked_name,mouseResp.started,mouseResp.stopped,ready.started,ready.stopped,mouseGo.started,mouseGo.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2.3332,0.125,b,,,,,0,29,29,26,,,,,173.86350895799114,None,173.86350895799114,None,173.86350895799114,None,173.86350895799114,None,176.1651217250037,None,None,0,176.1651217250037,None,0.08095238095238096,0.037142857142857144,1,0,0,targImage,2.3384952067863196,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
1.0,0.375,n,,,,,0,30,30,3,,,,,176.86316072099726,None,176.86316072099726,None,176.86316072099726,None,176.86316072099726,None,177.84659545699833,None,None,0,177.84659545699833,None,0.2752380952380952,0.05047619047619047,1,0,0,targImage,1.0060732458368875,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
1.6666,-0.125,v,,,,,0,31,31,13,,,,,179.24559881200548,None,179.24559881200548,None,179.24559881200548,None,179.24559881200548,None,180.89537861500867,None,None,0,180.89537861500867,None,-0.07333333333333333,0.010476190476190476,1,0,0,targImage,1.6704483407957014,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
2.5554,0.375,n,,,,,0,32,32,31,,,,,181.4126238799945,None,181.4126238799945,None,181.4126238799945,None,181.4126238799945,None,183.94628768900293,None,None,0,183.94628768900293,None,0.34285714285714286,0.03619047619047619,1,0,0,targImage,2.5551495008112397,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
2.9998,0.125,b,,,,,0,33,33,38,,,,,184.67971040398697,None,184.67971040398697,None,184.67971040398697,None,184.67971040398697,None,187.66308193499572,None,None,0,187.66308193499572,None,0.0419047619047619,0.009523809523809525,1,0,0,targImage,3.0071822067839094,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
1.0,-0.125,v,,,,,0,34,34,1,,,,,188.14597101300023,None,188.14597101300023,None,188.14597101300023,None,188.14597101300023,None,189.12870510100038,None,None,0,189.12870510100038,None,-0.03238095238095238,0.0019047619047619048,1,0,0,targImage,1.0042967817862518,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
2.9998,0.375,n,,,,,0,35,35,39,,,,,189.64533146598842,None,189.64533146598842,None,189.64533146598842,None,189.64533146598842,None,192.62957929898403,None,None,0,192.62957929898403,None,0.36,0.040952380952380955,1,0,0,targImage,3.0041810977854766,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
1.8888,-0.125,v,,,,,0,36,36,17,,,,,193.36189415998524,None,193.36189415998524,None,193.36189415998524,None,193.36189415998524,None,195.24609126598807,None,None,0,195.24609126598807,None,-0.049523809523809526,-0.008571428571428572,1,0,0,targImage,1.8881676658347715,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
2.3332,-0.375,c,,,,,0,37,37,24,,,,,195.6956929799926,None,195.6956929799926,None,195.6956929799926,None,195.6956929799926,None,198.01271765699494,None,None,0,198.01271765699494,None,-0.32666666666666666,-0.035238095238095235,1,0,0,targImage,2.340169064817019,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
2.111,-0.125,v,,,,,0,38,38,21,,,,,198.71265618898906,None,198.71265618898906,None,198.71265618898906,None,198.71265618898906,None,200.81260661198758,None,None,0,200.81260661198758,None,-0.03142857142857143,0.015238095238095238,1,0,0,targImage,2.1246266788220964,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
1.8888,-0.375,c,,,,,0,39,39,16,,,,,201.22833145299228,None,201.22833145299228,None,201.22833145299228,None,201.22833145299228,None,203.1123495500069,None,None,0,203.1123495500069,None,-0.2876190476190476,-0.023809523809523808,1,0,0,targImage,1.9043809088179842,None,,,,,,,999,001,2020_Aug_11_1829,choiceRTT,2020.1.2,59.83891770471773,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.79554031198495,None,,,,,,,
